# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples/bernoulli/bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 452851722 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file = text.txt
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,p_theta,g_theta
-7.14755,1,1.14303,1,1,0,7.53813,-0.52774,1.3941,1.45253
-7.34887,0.927696,1.14303,1,1,0,7.4655,-0.404043,0.761819,1.8041
-6.95507,1,1.14303,1,1,0,7.24174,-0.683231,1.19435,1.02649
-7.58988,0.906232,1.14303,2,3,0,7.61607,-0.282363,0.361054,2.15849
-6.9744,1,1.14303,1,1,0,7.3954,-0.664845,1.44738,1.07583
-9.25879,0.421555,1.14303,1,1,0,9.26256,0.275769,0.136987,3.8221
-6.79467,1,1.14303,1,3,0,8.39933,-0.898247,2.82572,0.472932
-6.78263,0.947314,1.14303,2,3,0,7.01479,-0.925656,1.07481,0.405681
-7.40486,0.814614,1.14303,1,3,0,7.76023,-1.92217,1.32976,-1.46856
-6.76054,0.908045,1.14303,2,3,0,8.03051,-0.994029,-2.51382,0.241404
-6.91806,0.961564,1.14303,1,3,0,6.91891,-0.721152,-0.064926,0.925671
-6.77981,1,1.14303,1,1,0,6.87344,-0.932772,0.682572,0.388353
-6.95363,0.807506,1.14303,2,3,0,7.64885,-0.684639,-1.85994,1.02272
-6.80356,1,1.14303,1,1,0,6.9082,-0.880297,-0.721578,0.517396
-7.35604,0.903145,1.14303,2,3,0,7.38046,-1.8884,0.348616,-1.42287
-8.58467,0.85032,1.14303,1,3,0,8.59707,-2.56519,-0.248376,-2.14305
-6.75517,0.982013,1.14303,2,3,0,8.70983,-1.17884,-3.1187,-0.176865
-6.74914,0.998918,1.14303,2,3,0,6.76227,-1.13027,-0.255529,-0.0706699
-7.09023,0.918036,1.14303,1,3,0,7.15297,-1.67947,0.558747,-1.11402
-7.09145,0.999915,1.14303,2,3,0,7.17256,-1.68057,0.635285,-1.11576
-6.99526,1,1.14303,1,1,0,7.10899,-1.58815,0.752258,-0.964267
-6.74953,0.996539,1.14303,2,3,0,7.00883,-1.13533,1.1359,-0.0818622
-7.54242,0.866541,1.14303,2,3,0,7.68191,-2.01223,0.833104,-1.5849
-8.01257,0.931742,1.14303,1,1,0,8.06121,-2.28209,-0.491954,-1.8886
-7.32783,0.971177,1.14303,2,3,0,8.59622,-1.86838,2.51226,-1.39525
-7.72775,0.93471,1.14303,1,1,0,7.7641,-2.12435,-0.425248,-1.71897
-7.15728,1,1.14303,1,1,0,7.62812,-1.73731,1.53064,-1.20414
-6.82864,0.982317,1.14303,2,3,0,7.33375,-1.37272,-1.58538,-0.573829
-6.75151,0.876873,1.14303,2,3,0,7.59388,-1.04315,-2.04733,0.126518
-8.37971,0.657505,1.14303,1,3,0,8.44398,0.0204404,0.565484,3.06132
-7.33503,1,1.14303,2,3,0,8.12921,-1.87352,1.98792,-1.40238
-8.45116,0.858264,1.14303,1,3,0,8.45717,-2.50215,-0.172975,-2.0915
-9.57471,0.899269,1.14303,1,1,0,9.59427,-2.99657,-0.312033,-2.42903
-7.6203,0.94835,1.14303,1,3,0,9.40156,-2.06046,2.97716,-1.644
-7.20908,1,1.14303,1,1,0,7.56799,-1.77922,-1.33638,-1.26721
-6.75397,1,1.14303,2,3,0,7.13986,-1.02632,1.3857,0.16557
-6.85476,0.969551,1.14303,1,3,0,6.89956,-1.41522,-0.472123,-0.655056
-10.0034,0.598129,1.14303,2,3,0,10.1632,-3.16988,0.891596,-2.51622
-8.66054,1,1.14303,2,3,0,9.89673,-2.60037,-2.48017,-2.17062
-7.59109,1,1.14303,1,1,0,8.51257,-2.04258,-2.14131,-1.62235
-7.37199,1,1.14303,1,1,0,7.63007,-1.89955,1.13321,-1.43809
-6.829,0.937757,1.14303,1,3,0,7.59778,-0.835885,1.95585,0.628826
-6.97519,0.982922,1.14303,2,3,0,6.98697,-0.66411,-0.242083,1.0778
-6.75123,1,1.14303,1,3,0,6.91377,-1.04548,-0.899339,0.121128
-6.75123,0.470868,1.14303,1,3,0,9.75641,-1.04548,-3.867,0.121128
-6.91078,0.970331,1.14303,2,3,0,6.94243,-1.49231,0.396849,-0.797104
-7.00735,0.978126,1.14303,1,1,0,7.02889,-1.60055,-0.327434,-0.985136
-6.87498,0.928412,1.14303,2,3,0,7.56222,-0.771254,-1.84924,0.794495
-6.83491,1,1.14303,1,1,0,6.88383,-0.826664,-0.493356,0.652211
-7.92825,0.750253,1.14303,1,3,0,7.92833,-0.139569,0.0199404,2.58197
-7.79509,1,1.14303,1,1,0,8.24778,-0.19278,-1.50085,2.42344
-6.77843,1,1.14303,1,3,0,7.45549,-0.936357,1.83548,0.379641
-6.77685,0.927144,1.14303,2,3,0,7.12008,-1.26093,-1.30686,-0.350232
-6.79984,0.981626,1.14303,2,3,0,6.9048,-0.887611,0.722697,0.499238
-7.63015,0.754662,1.14303,1,3,0,8.15902,-2.06644,-1.62223,-1.65118
-6.9564,0.957642,1.14303,2,3,0,8.13817,-0.681935,-2.42495,1.02995
-6.81566,1,1.14303,1,1,0,6.9172,-0.858105,-0.710837,0.572826
-6.79069,1,1.14303,1,1,0,6.81736,-0.906868,0.36429,0.451695
-6.77183,0.970175,1.14303,2,3,0,6.9425,-1.24592,0.921558,-0.319112
-6.74836,0.998665,1.14303,2,3,0,6.77961,-1.11607,-0.39433,-0.0391082
-7.67601,0.784643,1.14303,1,3,0,7.94933,-2.09394,1.1662,-1.68375
-8.24164,0.924104,1.14303,1,1,0,8.28761,-2.3998,0.478265,-2.00175
-8.20363,1,1.14303,1,1,0,8.48132,-2.38073,-1.17549,-1.98415
-7.38954,1,1.14303,1,1,0,8.079,-1.91168,1.85222,-1.4545
-7.1079,1,1.14303,2,3,0,7.36096,-1.69516,-1.12215,-1.13881
-7.1079,0.829835,1.14303,1,3,0,8.505,-1.69516,2.63665,-1.13881
-8.39177,0.855069,1.14303,1,3,0,8.44465,-2.47358,-0.512925,-2.06723
-8.28027,1,1.14303,2,3,0,8.60582,-2.41902,-1.27277,-2.01919
-7.91968,1,1.14303,1,1,0,8.34606,-2.23224,1.45658,-1.83729
-8.6292,0.797813,1.14303,1,3,0,10.6744,0.0989218,-3.19014,3.29652
-7.27968,1,1.14303,2,3,0,8.47369,-1.83324,-2.43749,-1.34577
-7.53313,0.985363,1.14303,2,3,0,7.58847,-2.00635,0.524798,-1.57754
-8.02585,0.976162,1.14303,2,3,0,8.06985,-2.28912,0.467905,-1.89566
-8.0861,0.9974,1.14303,2,3,0,8.30039,-2.32064,-1.03262,-1.92686
-7.24661,0.965453,1.14303,1,3,0,7.94467,-1.80835,-1.86373,-1.30994
-6.77113,1,1.14303,1,3,0,7.16997,-1.24371,-1.40877,-0.314515
-6.77113,1,1.14303,2,3,0,6.77762,-1.24371,0.179754,-0.314505
-7.03561,0.819906,1.14303,2,3,0,7.94382,-1.62857,-2.12584,-1.03169
-6.75773,1,1.14303,1,3,0,6.98666,-1.19224,-1.06731,-0.205707
-6.76951,0.96655,1.14303,2,3,0,6.95698,-1.23845,-0.965853,-0.303538
-7.02703,0.942822,1.14303,2,3,0,7.17784,-1.6202,0.866272,-1.01788
-6.82524,0.966046,1.14303,2,3,0,7.18791,-0.841947,-1.34337,0.613498
-7.24743,0.849616,1.14303,1,3,0,7.6168,-1.80897,-1.35572,-1.31085
-6.98673,1,1.14303,1,1,0,7.20515,-1.57923,-1.04253,-0.949138
-7.09365,0.977123,1.14303,1,1,0,7.12819,-1.68253,0.41459,-1.11887
-6.91782,1,1.14303,1,1,0,7.06629,-1.50106,0.859515,-0.812797
-6.80799,1,1.14303,1,1,0,6.89239,-1.33421,-0.648044,-0.498437
-7.806,0.817655,1.14303,1,3,0,7.93665,-2.16921,-0.806271,-1.7694
-7.45397,0.962599,1.14303,2,3,0,8.56843,-1.95512,-2.35488,-1.51204
-6.91065,1,1.14303,2,3,0,7.29384,-0.729251,-1.38085,0.90431
-9.0048,0.610304,1.14303,2,3,0,9.00893,-2.7549,-0.143344,-2.28228
-6.7513,0.868019,1.14303,1,3,0,9.29248,-1.15282,3.55595,-0.120302
-8.14583,0.699981,1.14303,1,3,0,8.26419,-0.0590544,-0.767431,2.82289
-6.76783,1,1.14303,1,3,0,7.69792,-0.967341,-2.1513,0.30493
-6.76161,0.983711,1.14303,2,3,0,6.84099,-0.989698,0.628476,0.251661
-6.96675,0.936913,1.14303,1,3,0,7.0695,-1.55776,-0.715039,-0.912379
-6.92907,0.956274,1.14303,2,3,0,7.36021,-0.709453,-1.4647,0.956636
-7.19404,0.909429,1.14303,1,1,0,7.22897,-0.496666,-0.416904,1.5399
-6.92998,1,1.14303,1,1,0,7.13469,-0.708503,-1.00927,0.959158
-6.79137,1,1.14303,1,1,0,6.88671,-0.905356,-0.688757,0.455414
-6.82416,0.989343,1.14303,1,1,0,6.83336,-0.843713,0.213899,0.609041
-6.8333,0.996968,1.14303,1,1,0,6.85618,-0.829144,-0.337437,0.645913
-6.99562,0.945885,1.14303,1,1,0,7.00769,-0.645578,0.245015,1.12784
-6.74815,1,1.14303,1,3,0,6.94737,-1.1093,0.995654,-0.0239726
-6.93623,0.9617,1.14303,2,3,0,6.99801,-1.52318,-0.554423,-0.852076
-6.95011,0.968465,1.14303,1,3,0,7.25836,-0.688094,1.23848,1.01349
-7.1429,0.933235,1.14303,1,1,0,7.18977,-0.530952,-0.482957,1.44354
-6.94687,1,1.14303,2,3,0,7.11821,-0.691307,-0.923356,1.00491
-7.68282,0.619703,1.14303,2,3,0,8.79533,-2.09798,-2.35283,-1.68848
-7.11282,0.934276,1.14303,1,3,0,8.4438,-0.552224,-2.5735,1.38418
-6.87521,1,1.14303,2,3,0,7.05082,-1.44516,0.934792,-0.71103
-8.07531,0.808882,1.14303,1,3,0,8.20243,-2.31503,0.79532,-1.92137
-6.91413,0.870127,1.14303,1,3,0,8.64818,-0.725422,-2.93744,0.914402
-7.09937,0.936443,1.14303,1,1,0,7.1348,-0.562042,-0.419865,1.3569
-6.85261,1,1.14303,1,1,0,7.0265,-0.800838,0.930212,0.718156
-6.85261,0.653604,1.14303,1,1,0,7.60277,-0.800838,1.93204,0.718156
-6.76752,0.993169,1.14303,1,3,0,6.88746,-1.23177,-0.772519,-0.289542
-7.33813,0.897245,1.14303,2,3,0,7.52396,-1.87574,0.961587,-1.40545
-7.04429,0.96889,1.14303,2,3,0,7.77955,-1.63693,1.91275,-1.0454
-7.41106,0.929563,1.14303,1,1,0,7.42013,-1.92638,-0.212478,-1.47417
-6.75997,1,1.14303,2,3,0,7.28868,-0.99643,1.62198,0.235728
-6.82955,0.98983,1.14303,2,3,0,6.82957,-0.835012,-0.00929492,0.631035
-6.90953,0.9911,1.14303,2,3,0,6.92614,-0.730489,0.28745,0.90105
-6.82815,1,1.14303,1,1,0,6.89805,-0.837255,0.589794,0.625358
-7.64876,0.747567,1.14303,1,1,0,7.64879,-0.255572,0.012595,2.23743
-6.85287,1,1.14303,2,3,0,7.36544,-0.800471,-1.59703,0.719097
-7.92792,0.800763,1.14303,2,3,0,7.94691,-2.23672,0.30742,-1.84198
-9.90987,0.79828,1.14303,1,3,0,9.96462,-3.13256,0.521968,-2.49859
-8.71195,1,1.14303,1,1,0,9.82926,-2.62395,2.3579,-2.18865
-9.43632,0.937778,1.14303,1,1,0,9.53026,-2.93922,-0.683701,-2.39702
-6.74835,0.955784,1.14303,2,3,0,10.3333,-1.08145,-4.22356,0.0387887
-7.01753,0.874066,1.14303,2,3,0,7.39838,-0.62659,-1.37663,1.17941
-7.31175,0.897772,1.14303,1,1,0,7.37428,-0.424966,-0.557823,1.74395
-7.09909,1,1.14303,1,1,0,7.33089,-0.562245,-1.07397,1.35634
-8.75713,0.75943,1.14303,2,3,0,8.79378,0.137069,-0.427014,3.41057
-7.37678,1,1.14303,2,3,0,8.52675,-1.90287,-2.39211,-1.4426
-7.17059,1,1.14303,1,1,0,7.38554,-1.74828,1.03421,-1.22083
-6.89385,0.976194,1.14303,2,3,0,7.44435,-1.47054,1.65507,-0.757668
-10.8347,0.425921,1.14303,1,3,0,11.4983,0.638501,-1.81712,4.85297
-8.57368,1,1.14303,1,1,0,10.4633,0.0819466,-3.06639,3.2457
-9.20842,0.780313,1.14303,1,1,0,9.83734,0.262525,-1.76902,3.78308
-7.11176,1,1.14303,2,3,0,8.43392,-0.552996,-2.56496,1.38204
-7.55979,0.84535,1.14303,1,1,0,7.6451,-0.296438,-0.651536,2.11714
-7.55979,0.770756,1.14303,1,1,0,8.20245,-0.296438,-1.78826,2.11714
-6.75354,0.768762,1.14303,2,3,0,8.57199,-1.16905,-3.00808,-0.155678
-7.12709,0.683179,1.14303,2,3,0,8.6436,-1.71182,2.74702,-1.16486
-7.64819,0.907728,1.14303,1,1,0,7.65305,-2.07732,-0.155512,-1.66415
-6.97216,1,1.14303,2,3,0,7.44661,-0.666932,1.5365,1.07021
-7.33777,0.875255,1.14303,1,1,0,7.38069,-0.410221,-0.462127,1.78631
-7.34483,0.999112,1.14303,2,3,0,7.55343,-0.406282,-1.0188,1.79765
-6.85581,0.96406,1.14303,1,3,0,7.52404,-1.41681,1.82349,-0.65806
-6.79427,1,1.14303,1,1,0,6.8435,-1.30499,0.494915,-0.440082
-7.27969,0.908187,1.14303,1,3,0,7.30882,-1.83326,-0.380718,-1.34579
-6.76684,1,1.14303,2,3,0,7.17705,-0.970608,1.42869,0.297111
-7.39262,0.823258,1.14303,1,3,0,7.69179,-1.9138,-1.22011,-1.45734
-6.74925,0.970039,1.14303,1,3,0,7.4028,-1.0657,1.80334,0.0746559
-6.74925,0.565764,1.14303,1,3,0,9.02642,-1.0657,3.36617,0.0746559
-6.74809,0.946036,1.14303,2,3,0,7.01523,-1.10617,-1.15294,-0.0169763
-7.40099,0.675181,1.14303,2,3,0,8.52768,-0.375788,2.36777,1.88572
-6.94892,1,1.14303,2,3,0,7.30384,-1.53784,1.32893,-0.877812
-6.75171,1,1.14303,1,3,0,6.91585,-1.15615,-0.903734,-0.127592
-7.16812,0.777016,1.14303,2,3,0,8.11711,-1.74626,2.17304,-1.21776
-7.17699,0.930401,1.14303,1,3,0,7.85261,-0.507853,1.83353,1.50836
-7.29686,0.956312,1.14303,1,1,0,7.43229,-0.433561,-0.820904,1.71932
-6.81015,1,1.14303,1,1,0,7.12859,-0.867922,-1.25878,0.548241
-7.10314,0.637121,1.14303,2,3,0,8.60243,-0.55927,-2.73137,1.3646
-7.96908,0.873399,1.14303,2,3,0,8.03092,-0.123899,-0.554728,2.62878
-8.56916,0.789709,1.14303,1,1,0,8.96731,0.0805536,-1.40755,3.24153
-8.94959,0.861471,1.14303,1,1,0,9.60076,0.192171,-1.80006,3.57475
-7.67122,1,1.14303,1,1,0,8.68719,-0.245601,2.24843,2.26688
-10.8838,0.597213,1.14303,2,3,0,11.0266,0.648595,-0.84281,4.88033
-8.71846,1,1.14303,2,3,0,10.61,0.125673,-3.06795,3.37652
-6.90038,1,1.14303,1,3,0,8.77121,-1.47907,-3.05109,-0.773185
-7.12245,0.951238,1.14303,1,1,0,7.12787,-1.70782,-0.164264,-1.15864
-8.5176,0.847943,1.14303,1,3,0,8.58695,-2.53371,0.587411,-2.11766
-9.00349,0.953129,1.14303,1,1,0,9.13991,-2.75433,-0.823922,-2.28189
-7.94462,1,1.14303,2,3,0,8.88667,-2.24576,2.16508,-1.85141
-6.79966,0.993058,1.14303,1,3,0,7.85077,-1.31692,2.28697,-0.464018
-6.98724,0.979785,1.14303,2,3,0,7.01059,-0.653081,-0.340885,1.10755
-7.34385,0.877804,1.14303,1,1,0,7.3922,-0.406829,-0.490473,1.79607
-7.34385,0.576027,1.14303,1,1,0,8.3293,-0.406829,-2.2144,1.79607
-7.34385,0.588058,1.14303,1,1,0,8.29932,-0.406829,-2.18045,1.79607
-8.90348,0.278102,1.14303,1,3,0,11.6949,-2.71021,3.72691,-2.25152
-12.2019,0.753674,1.14303,1,3,0,12.4935,-3.99429,-1.20449,-2.78295
-13.1605,0.976856,1.14303,1,1,0,13.3178,-4.33476,-0.884737,-2.84477
-13.137,1,1.14303,1,1,0,13.6796,-4.32649,-1.64309,-2.8435
-11.5257,1,1.14303,1,1,0,13.1173,-3.74883,2.81416,-2.72396
-7.20743,1,1.14303,2,3,0,11.0498,-1.77792,-4.37257,-1.26527
-6.97163,0.970931,1.14303,2,3,0,7.58046,-1.56309,-1.74055,-0.921553
-6.87823,0.888042,1.14303,2,3,0,8.20327,-1.44938,-2.56774,-0.718845
-7.33893,0.957512,1.14303,2,3,0,7.41174,-0.409572,0.601899,1.78818
-7.12073,0.845534,1.14303,1,3,0,8.05989,-1.70634,-2.16176,-1.15633
-7.37005,0.90198,1.14303,1,3,0,8.02825,-0.392407,-1.80974,1.83765
-6.7542,1,1.14303,1,3,0,7.19041,-1.02495,1.47328,0.168771
-7.57053,0.520171,1.14303,2,3,0,9.46124,-0.291383,-3.06727,2.13198
-7.57053,0.627974,1.14303,1,1,0,8.50158,-0.291383,2.15241,2.13198
-7.65104,0.969356,1.14303,1,1,0,7.94056,-0.254556,-1.20027,2.24043
-7.01126,1,1.14303,1,1,0,7.45573,-0.63194,1.48716,1.16485
-7.34114,0.886037,1.14303,1,1,0,7.39916,-0.408339,0.537292,1.79173
-9.39215,0.450506,1.14303,1,1,0,9.48457,0.310205,0.678149,3.92322
-7.16805,1,1.14303,1,1,0,8.57516,-0.513811,-2.64607,1.49161
-7.53304,0.871563,1.14303,1,1,0,7.64405,-0.309183,0.74321,2.07977
-7.02029,1,1.14303,1,1,0,7.39391,-0.624254,1.36349,1.18577
-6.84446,1,1.14303,2,3,0,6.97323,-1.39912,0.800464,-0.624539
-6.78721,1,1.14303,1,1,0,6.83226,-1.28831,0.473432,-0.406326
-6.77027,0.95433,1.14303,2,3,0,7.10282,-1.24094,-1.28637,-0.308738
-6.79212,0.99105,1.14303,1,3,0,6.83679,-0.903723,0.471442,0.459433
-6.84489,0.885966,1.14303,2,3,0,7.27613,-0.811798,1.46488,0.690091
-9.18058,0.540787,1.14303,1,3,0,9.18657,0.255143,-0.172731,3.7613
-6.7505,1,1.14303,1,3,0,8.54638,-1.14573,-2.98935,-0.104768
-7.08974,0.92019,1.14303,1,3,0,7.14503,-1.67903,-0.524532,-1.11331
-6.99169,0.962314,1.14303,2,3,0,7.50789,-0.649083,-1.60269,1.11835
-6.74948,1,1.14303,1,3,0,6.92968,-1.06273,0.94692,0.0814634
-6.75581,0.997856,1.14303,1,3,0,6.76064,-1.18241,0.155027,-0.184577
-6.88354,0.971774,1.14303,1,3,0,6.88994,-1.4567,0.178493,-0.732329
-7.54339,0.840463,1.14303,1,3,0,7.88912,-0.304226,-1.31162,2.0943
-8.4554,0.700207,1.14303,1,1,0,8.66927,0.0448724,-1.03159,3.13459
-6.77563,1,1.14303,1,3,0,7.89376,-0.943927,2.35876,0.361292
-6.87813,0.958874,1.14303,2,3,0,6.9888,-1.44925,-0.742067,-0.718587
-6.82943,1,1.14303,1,1,0,6.87828,-1.3741,-0.493047,-0.576494
-7.11738,0.971068,1.14303,2,3,0,7.15639,-0.548943,0.440565,1.39332
-7.12308,0.997917,1.14303,1,1,0,7.24975,-0.544869,0.793919,1.40467
-7.6652,0.815266,1.14303,1,1,0,7.74892,-0.248259,-0.645443,2.25903
-6.78467,1,1.14303,1,3,0,7.36714,-0.9207,-1.70244,0.417783
-7.25086,0.918592,1.14303,2,3,0,7.28069,-1.81158,0.385257,-1.31464
-6.87483,1,1.14303,2,3,0,7.14068,-0.771446,1.15017,0.793997
-6.87483,0.510827,1.14303,2,3,0,8.89862,-0.771446,3.17337,0.793997
-6.75665,0.996284,1.14303,1,3,0,6.8831,-1.18683,0.793227,-0.194081
-6.75821,0.939841,1.14303,2,3,0,7.07771,-1.0042,-1.26088,0.217405
-7.42908,0.839508,1.14303,1,3,0,7.44689,-0.361062,-0.297762,1.92843
-6.85082,1,1.14303,2,3,0,7.22771,-0.803337,1.36945,0.711746
-6.76469,1,1.14303,2,3,0,6.84016,-1.22161,-0.61279,-0.26816
-7.12093,0.785778,1.14303,2,3,0,8.14256,-1.70651,-2.25467,-1.1566
-7.25208,0.974362,1.14303,1,1,0,7.30671,-1.81251,-0.521381,-1.31598
-6.95523,0.972822,1.14303,2,3,0,7.59749,-1.54498,1.7877,-0.890257
-7.13085,0.962458,1.14303,1,1,0,7.14875,-1.71504,-0.298437,-1.16987
-6.75121,0.995991,1.14303,1,3,0,7.08731,-1.15207,-1.29322,-0.118668
-6.95551,0.869345,1.14303,2,3,0,7.51277,-1.5453,1.6652,-0.890806
-6.86937,0.933295,1.14303,2,3,0,7.45722,-0.778397,-1.71029,0.775986
-7.27603,0.835329,1.14303,2,3,0,7.74231,-1.83053,-1.52322,-1.3419
-7.27603,0.868835,1.14303,1,3,0,8.11018,-1.83053,-2.03733,-1.3419
-7.79468,0.971737,1.14303,2,3,0,7.81089,-2.1628,-0.283944,-1.76231
-7.35782,1,1.14303,1,1,0,7.75664,-1.88965,1.40873,-1.42459
-7.17612,1,1.14303,1,1,0,7.37689,-1.7528,0.999504,-1.22767
-10.6532,0.564314,1.14303,1,3,0,11.5709,-3.42266,-2.13686,-2.62086
-6.98105,0.876287,1.14303,1,3,0,11.1639,-1.57321,4.56221,-0.938888
-6.91358,1,1.14303,1,1,0,6.99274,-1.49581,0.627619,-0.803382
-6.79848,1,1.14303,1,1,0,6.88529,-1.31434,0.657236,-0.45887
-6.85938,0.993968,1.14303,2,3,0,6.85939,-0.791563,0.00910321,0.741999
-7.55829,0.762826,1.14303,1,3,0,8.18491,-2.0222,-1.7658,-1.5973
-10.9345,0.73234,1.14303,2,3,0,11.3207,-3.52922,-1.3862,-2.65809
-11.2345,0.995878,1.14303,2,3,0,11.5717,-3.64131,1.29536,-2.69342
-10.0225,1,1.14303,1,1,0,11.2285,-3.17746,-2.44969,-2.51973
-9.02192,1,1.14303,1,1,0,10.0041,-2.7624,2.21067,-2.28732
-7.07711,1,1.14303,1,3,0,8.89651,-1.66759,3.00887,-1.09505
-7.22334,0.970811,1.14303,1,1,0,7.26704,-1.7904,0.466349,-1.28371
-6.84871,0.99828,1.14303,1,3,0,7.13871,-1.40586,-1.20125,-0.637349
-7.42187,0.857597,1.14303,1,3,0,7.69703,-0.364808,-1.17011,1.91755
-6.89596,1,1.14303,2,3,0,7.3736,-1.47331,1.54166,-0.762723
-6.75133,0.993293,1.14303,1,3,0,6.90091,-1.04465,0.862728,0.123043
-6.90542,0.971398,1.14303,2,3,0,6.93577,-1.48553,-0.388655,-0.784886
-6.79878,0.921336,1.14303,2,3,0,7.6411,-1.315,2.04728,-0.460192
-6.79878,0.788692,1.14303,1,3,0,7.83776,-1.315,2.27374,-0.460192
-7.3751,0.857445,1.14303,1,3,0,7.56007,-0.389669,-0.959375,1.84556
-6.76272,1,1.14303,1,3,0,7.18311,-0.985356,-1.44632,0.261963
-7.17133,0.927358,1.14303,2,3,0,7.21618,-1.74889,-0.472366,-1.22175
-9.22122,0.787789,1.14303,1,3,0,9.44466,-2.84847,-1.05443,-2.34288
-7.95931,0.979193,1.14303,2,3,0,9.96674,-2.25368,3.16051,-1.85961
-7.60869,1,1.14303,1,1,0,7.98625,-2.05338,-1.37067,-1.63546
-7.33227,1,1.14303,1,1,0,7.61959,-1.87155,1.1957,-1.39965
-6.95147,1,1.14303,1,1,0,7.25286,-1.54075,1.22463,-0.882878
-7.76236,0.92823,1.14303,2,3,0,7.95109,-0.206399,0.969091,2.38299
-6.74871,1,1.14303,1,3,0,7.52411,-1.12334,1.96427,-0.0553003
-6.84686,0.975848,1.14303,1,3,0,6.85917,-1.40294,0.247508,-0.631807
-6.75029,0.995852,1.14303,1,3,0,6.84921,-1.05391,0.701601,0.10169
-6.74879,1,1.14303,1,1,0,6.7499,-1.0725,0.0742526,0.0591328
-6.89854,0.970768,1.14303,2,3,0,6.93718,-1.47668,0.4385,-0.768846
-7.60576,0.92542,1.14303,2,3,0,7.79952,-0.275043,-0.981909,2.18003
-7.7174,0.957638,1.14303,1,1,0,8.01735,-0.225491,-1.2217,2.32638
-9.86676,0.43209,1.14303,1,1,0,10.0742,0.426191,1.01591,4.25957
-7.02248,1,1.14303,1,1,0,8.78685,-0.622412,-2.96301,1.1908
-6.79397,0.985924,1.14303,1,3,0,7.09976,-1.30431,-1.23353,-0.438716
-6.83668,0.988993,1.14303,1,1,0,6.8421,-1.38641,-0.164332,-0.600225
-6.87466,0.97949,1.14303,1,3,0,7.03194,-0.77165,-0.884649,0.793468
-7.1134,0.97002,1.14303,2,3,0,7.13311,-0.55181,-0.313221,1.38533
-8.78579,0.52703,1.14303,1,1,0,8.82573,0.145442,0.445787,3.43556
-6.8064,1,1.14303,1,3,0,8.08697,-0.874873,-2.52429,0.530897
-6.78098,0.991339,1.14303,1,3,0,6.86629,-1.27232,-0.651543,-0.373669
-6.78098,0.763285,1.14303,1,3,0,7.93064,-1.27232,-2.39179,-0.373669
-6.85826,0.980023,1.14303,1,1,0,6.85892,-1.42052,-0.0574925,-0.665037
-6.85826,0.904774,1.14303,1,3,0,7.33506,-1.42052,-1.54031,-0.665037
-6.8787,0.995009,1.14303,1,1,0,6.90294,-1.45003,-0.347269,-0.720045
-7.52285,0.900918,1.14303,1,3,0,7.54091,-1.99982,0.299793,-1.56933
-8.0812,0.919622,1.14303,1,1,0,8.1145,-2.31809,-0.407028,-1.92437
-10.5607,0.829441,1.14303,2,3,0,11.2487,-3.38726,1.85023,-2.60765
-8.89491,1,1.14303,1,1,0,10.4338,-2.70641,-2.76723,-2.24884
-7.17873,0.998298,1.14303,1,3,0,8.72575,-1.75492,2.77451,-1.23087
-6.80924,0.957104,1.14303,1,3,0,7.33414,-0.869588,-1.61612,0.544081
-6.84101,0.989539,1.14303,1,1,0,6.85595,-0.817482,-0.272687,0.67558
-7.33223,0.91751,1.14303,2,3,0,7.34198,-1.87153,0.220245,-1.39962
-6.88652,0.967684,1.14303,2,3,0,7.6512,-0.757059,-1.95065,0.831421
-9.3156,0.421727,1.14303,1,3,0,11.4863,-2.88854,3.28656,-2.36733
-7.60749,0.942067,1.14303,1,3,0,9.13133,-2.05264,-2.75365,-1.63457
-7.12731,1,1.14303,1,1,0,7.52535,-1.712,1.40736,-1.16515
-7.2263,0.980516,1.14303,1,1,0,7.28931,-1.7927,-0.559939,-1.2871
-6.99965,1,1.14303,1,1,0,7.19695,-1.59268,-0.990849,-0.97191
-8.13286,0.897194,1.14303,2,3,0,8.49023,-0.0636612,-1.33351,2.80908
-6.85653,1,1.14303,1,1,0,7.66941,-0.795425,-2.01118,0.732059
-6.78509,0.989108,1.14303,1,3,0,6.9253,-1.28302,0.835262,-0.395567
